website,web_ip_addr,web_host_comp,web_host_country,web_host_city
texnite.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
vinylrevival.com.au,23.227.38.32,"Shopify, Inc",Canada,none
peachmarketplace.com,23.227.38.32,"Shopify, Inc",Canada,none
gcosplay.com,23.227.38.65,"Shopify, Inc",Canada,none
bonherre.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
catchiesbands.com,23.227.38.32,"Shopify, Inc",Canada,none
ejuicestore.com,23.227.38.32,"Shopify, Inc",Canada,none
softporium.com,23.227.38.65,"Shopify, Inc",Canada,none
kingkanine.com,23.227.38.32,"Shopify, Inc",Canada,none
patagoniabend.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
goatcase.com,23.227.38.32,"Shopify, Inc",Canada,none
arkeysbusiness.com,23.227.38.65,"Shopify, Inc",Canada,none
makeupjunkiebags.com,23.227.38.32,"Shopify, Inc",Canada,none
vhfirst.com,23.227.38.71,"Shopify, Inc",Canada,none
usaseasonings.com,23.227.38.72,"Shopify, Inc",Canada,none
lovedandfoundbox.com,23.227.38.74,"Shopify, Inc",Canada,none
thalibeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
decked.com,23.227.38.32,"Shopify, Inc",Canada,none
petertunneyart.com,23.227.38.32,"Shopify, Inc",Canada,none
genmobile.com,23.227.38.32,"Shopify, Inc",Canada,none
decointernacional.com,23.227.38.32,"Shopify, Inc",Canada,none
cbdcity.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
inspirationalgadget.com,23.227.38.66,"Shopify, Inc",Canada,none
spankyscardshop.com,23.227.38.32,"Shopify, Inc",Canada,none
creativebooster.net,23.227.38.32,"Shopify, Inc",Canada,none
pawature.com,23.227.38.32,"Shopify, Inc",Canada,none
godisdope.com,23.227.38.32,"Shopify, Inc",Canada,none
artsyvoiceprint.com,23.227.38.32,"Shopify, Inc",Canada,none
yummie.com,23.227.38.32,"Shopify, Inc",Canada,none
veles.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
loveforkelowna.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
thebagssinet.com,23.227.38.32,"Shopify, Inc",Canada,none
uavsystemsinternational.com,23.227.38.32,"Shopify, Inc",Canada,none
oynasana.com,23.227.38.32,"Shopify, Inc",Canada,none
petfoodstation.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
getagripandmore.com,23.227.38.32,"Shopify, Inc",Canada,none
golatingo.com,23.227.38.32,"Shopify, Inc",Canada,none
cellularmd.com,23.227.38.65,"Shopify, Inc",Canada,none
nudieglow.com,23.227.38.36,"Shopify, Inc",Canada,none
superpill.com,23.227.38.32,"Shopify, Inc",Canada,none
lulukidsclothing.com,23.227.38.68,"Shopify, Inc",Canada,none
pepetools.com,23.227.38.32,"Shopify, Inc",Canada,none
graceofdesign.com,23.227.38.32,"Shopify, Inc",Canada,none
aryagrace.com,23.227.38.36,"Shopify, Inc",Canada,none
perfumeonline.ca,23.227.38.32,"Shopify, Inc",Canada,none
vinofresco.org,23.227.38.67,"Shopify, Inc",Canada,none
lowpriceskates.com,23.227.38.32,"Shopify, Inc",Canada,none
thedanvillestore.com,23.227.38.65,"Shopify, Inc",Canada,none
ultimatelooks.com,23.227.38.32,"Shopify, Inc",Canada,none
karatcart.com,23.227.38.32,"Shopify, Inc",Canada,none
pinkandflare.com,23.227.38.32,"Shopify, Inc",Canada,none
gimmebeauty.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
lacaretalicores.com,23.227.38.32,"Shopify, Inc",Canada,none
chalk-line.com,23.227.38.32,"Shopify, Inc",Canada,none
perromart.com.sg,23.227.38.65,"Shopify, Inc",Canada,none
supersecurepack.com,23.227.38.32,"Shopify, Inc",Canada,none
dnrwheels.com,23.227.38.32,"Shopify, Inc",Canada,none
pepperspethouse.com,23.227.38.32,"Shopify, Inc",Canada,none
graysondh.com,23.227.38.32,"Shopify, Inc",Canada,none
avivawholesale.com,23.227.38.32,"Shopify, Inc",Canada,none
missionmercantile.com,23.227.38.65,"Shopify, Inc",Canada,none
vintageleopard.com,23.227.38.32,"Shopify, Inc",Canada,none
luxeada.com,23.227.38.32,"Shopify, Inc",Canada,none
thegopshop.com,23.227.38.32,"Shopify, Inc",Canada,none
wildfox.com,23.227.38.32,"Shopify, Inc",Canada,none
cookanyday.com,23.227.38.65,"Shopify, Inc",Canada,none
posersonline.com,23.227.38.32,"Shopify, Inc",Canada,none
girliegirloriginals.com,23.227.38.32,"Shopify, Inc",Canada,none
platanomelon.com,23.227.38.32,"Shopify, Inc",Canada,none
chevychasedesigncenter.com,23.227.38.32,"Shopify, Inc",Canada,none
kingsmanshoes.co,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
swiftlystudio.com,23.227.38.32,"Shopify, Inc",Canada,none
beekeepersnaturals.com,23.227.38.32,"Shopify, Inc",Canada,none
pepperyking.com,23.227.38.67,"Shopify, Inc",Canada,none
grunt.com,23.227.38.32,"Shopify, Inc",Canada,none
backyarddiscovery.com,23.227.38.32,"Shopify, Inc",Canada,none
vivaiodays.com,23.227.38.32,"Shopify, Inc",Canada,none
luxicabeauty.com,23.227.38.65,"Shopify, Inc",Canada,none
thehotyogadome.com,23.227.38.65,"Shopify, Inc",Canada,none
morlife.com,23.227.38.32,"Shopify, Inc",Canada,none
yellowleafhammocks.com,23.227.38.32,"Shopify, Inc",Canada,none
harmoninie.com,23.227.38.32,"Shopify, Inc",Canada,none
prettylittledesigns.com.au,23.227.38.32,"Shopify, Inc",Canada,none
glimmerlux.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
sourcebmx.com,23.227.38.32,"Shopify, Inc",Canada,none
choczero.com,23.227.38.32,"Shopify, Inc",Canada,none
42electronics.com,23.227.38.32,"Shopify, Inc",Canada,none
tbboutique.com,23.227.38.32,"Shopify, Inc",Canada,none
hushblankets.com,23.227.38.32,"Shopify, Inc",Canada,none
personashoes.com,23.227.38.32,"Shopify, Inc",Canada,none
guenergy.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
bands4bros.com,23.227.38.72,"Shopify, Inc",Canada,none
yourfuzzy.com,23.227.38.65,"Shopify, Inc",Canada,none
macklinbathandhome.com,23.227.38.32,"Shopify, Inc",Canada,none
themauicookielady.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
uggexpress.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
lucerit.com,23.227.38.74,"Shopify, Inc",Canada,none
thaivapeshop.com,23.227.38.68,"Shopify, Inc",Canada,none
prettynecollections-llc.com,23.227.38.65,"Shopify, Inc",Canada,none
glomania.com,23.227.38.68,"Shopify, Inc",Canada,none
sprinklersupplystore.com,23.227.38.32,"Shopify, Inc",Canada,none
cleverchargers.com,23.227.38.65,"Shopify, Inc",Canada,none
555jewels.com,23.227.38.32,"Shopify, Inc",Canada,none
techbaboon.co,23.227.38.32,"Shopify, Inc",Canada,none
manoutfitters.com,23.227.38.32,"Shopify, Inc",Canada,none
perthemporium.com.au,23.227.38.32,"Shopify, Inc",Canada,none
happymarley.com,23.227.38.32,"Shopify, Inc",Canada,none
barebonesliving.com,23.227.38.32,"Shopify, Inc",Canada,none
bebemoss.com,23.227.38.32,"Shopify, Inc",Canada,none
madoobjects.com,23.227.38.65,"Shopify, Inc",Canada,none
themecka.com,23.227.38.65,"Shopify, Inc",Canada,none
everydayesentials.com,23.227.38.73,"Shopify, Inc",Canada,none
ystudiostyle.com,23.227.38.65,"Shopify, Inc",Canada,none
ponyo.com,23.227.38.74,"Shopify, Inc",Canada,none
primalmuscle.com,23.227.38.32,"Shopify, Inc",Canada,none
go-getterapparel.com,23.227.38.65,"Shopify, Inc",Canada,none
deskview.co,23.227.38.32,"Shopify, Inc",Canada,none
cleverrabbitapparel.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
7amenfant.com,23.227.38.32,"Shopify, Inc",Canada,none
thebrownbuffalo.com,23.227.38.32,"Shopify, Inc",Canada,none
thehappyplanner.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
www.petmagasin.com,23.227.38.74,"Shopify, Inc",Canada,none
heartandsoil.co,23.227.38.65,"Shopify, Inc",Canada,none
bather.com,23.227.38.32,"Shopify, Inc",Canada,none
marashioralhealth.com,23.227.38.32,"Shopify, Inc",Canada,none
thenationalcreativeco.com,23.227.38.32,"Shopify, Inc",Canada,none
lawsonhammock.com,23.227.38.32,"Shopify, Inc",Canada,none
gnomonwatches.com,23.227.38.65,"Shopify, Inc",Canada,none
herbsdaily.com,23.227.38.32,"Shopify, Inc",Canada,none
puriya.com,23.227.38.32,"Shopify, Inc",Canada,none
purpleaspen.com,23.227.38.32,"Shopify, Inc",Canada,none
goforthgoods.com,23.227.38.32,"Shopify, Inc",Canada,none
11cart.com,23.227.38.32,"Shopify, Inc",Canada,none
clothesracks.com,23.227.38.32,"Shopify, Inc",Canada,none
aduroproducts.com,23.227.38.32,"Shopify, Inc",Canada,none
thecasualking.com,23.227.38.65,"Shopify, Inc",Canada,none
uppercasemagazine.com,23.227.38.32,"Shopify, Inc",Canada,none
phillipgavriel.com,23.227.38.32,"Shopify, Inc",Canada,none
hokiis.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
beautybyjenkins.com,23.227.38.65,"Shopify, Inc",Canada,none
masayacompany.com,23.227.38.32,"Shopify, Inc",Canada,none
theonlineactor.com,23.227.38.67,"Shopify, Inc",Canada,none
lensxpert.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
benedyctina.com,23.227.38.73,"Shopify, Inc",Canada,none
munnota.com,23.227.38.32,"Shopify, Inc",Canada,none
vehlaeyewear.com,23.227.38.74,"Shopify, Inc",Canada,none
questnutrition.com,23.227.38.74,"Shopify, Inc",Canada,none
gratitudecollaborative.com,23.227.38.32,"Shopify, Inc",Canada,none
aposen.com,23.227.38.32,"Shopify, Inc",Canada,none
colavitastore.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
aevolife.com,23.227.38.65,"Shopify, Inc",Canada,none
thecollectedpony.com,23.227.38.32,"Shopify, Inc",Canada,none
woodwudy.com,23.227.38.32,"Shopify, Inc",Canada,none
phononstore.com,23.227.38.65,"Shopify, Inc",Canada,none
hudsonbulbco.com,23.227.38.32,"Shopify, Inc",Canada,none
betterrhodes.com,23.227.38.32,"Shopify, Inc",Canada,none
maskled.com,23.227.38.32,"Shopify, Inc",Canada,none
thepetscoutshop.com,23.227.38.71,"Shopify, Inc",Canada,none
lideart.com.mx,23.227.38.32,"Shopify, Inc",Canada,none
cachivachesimportados.co,23.227.38.69,"Shopify, Inc",Canada,none
goldenrose.ba,23.227.38.32,"Shopify, Inc",Canada,none
piguetandson.com,23.227.38.65,"Shopify, Inc",Canada,none
raingler.com,23.227.38.32,"Shopify, Inc",Canada,none
greenwichwatchsupply.com,23.227.38.32,"Shopify, Inc",Canada,none
calae.com,23.227.38.32,"Shopify, Inc",Canada,none
collectiveproject.com,23.227.38.32,"Shopify, Inc",Canada,none
affinitygadgets.com,23.227.38.66,"Shopify, Inc",Canada,none
thesilklabs.com,23.227.38.65,"Shopify, Inc",Canada,none
electro-shop.ca,23.227.38.32,"Shopify, Inc",Canada,none
pinkcherrywholesale.com,23.227.38.65,"Shopify, Inc",Canada,none
industriallightelectric.com,23.227.38.32,"Shopify, Inc",Canada,none
matek.clothing,23.227.38.32,"Shopify, Inc",Canada,none
adoremoderndecor.com,23.227.38.67,"Shopify, Inc",Canada,none
theralogix.com,23.227.38.32,"Shopify, Inc",Canada,none
lucesmagicas.com,23.227.38.65,"Shopify, Inc",Canada,none
mundoimportados.com,23.227.38.32,"Shopify, Inc",Canada,none
colineal.com,23.227.38.32,"Shopify, Inc",Canada,none
mueblesyaccesorios.com.co,23.227.38.65,"Shopify, Inc",Canada,none
ravebootyxx.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
hathareco.com,23.227.38.65,"Shopify, Inc",Canada,none
deyga.in,23.227.38.32,"Shopify, Inc",Canada,none
comrosey.com,23.227.38.65,"Shopify, Inc",Canada,none
airocide.com,23.227.38.32,"Shopify, Inc",Canada,none
thevalorousshop.com,23.227.38.32,"Shopify, Inc",Canada,none
infinite-pegasus.com,23.227.38.32,"Shopify, Inc",Canada,none
pinoy-kano.com,23.227.38.71,"Shopify, Inc",Canada,none
intellimeter.com,23.227.38.32,"Shopify, Inc",Canada,none
mauisilkyskin.com,23.227.38.32,"Shopify, Inc",Canada,none
aeranewyork.com,23.227.38.32,"Shopify, Inc",Canada,none
thinkcrucial.com,23.227.38.32,"Shopify, Inc",Canada,none
mariamontemayor.com,23.227.38.32,"Shopify, Inc",Canada,none
usa-wholesale.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
babyboofashion.com,23.227.38.32,"Shopify, Inc",Canada,none
brooklyncandlestudio.world,23.227.38.32,"Shopify, Inc",Canada,none
rawdogchews.com,23.227.38.65,"Shopify, Inc",Canada,none
haydengirls.com,23.227.38.32,"Shopify, Inc",Canada,none
elleonline.com.au,23.227.38.65,"Shopify, Inc",Canada,none
condomshop.pk,23.227.38.32,"Shopify, Inc",Canada,none
airsoftnmore.com,23.227.38.32,"Shopify, Inc",Canada,none
threadfast.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
inikaorganic.com,23.227.38.65,"Shopify, Inc",Canada,none
pinupgirlclothing.com,23.227.38.32,"Shopify, Inc",Canada,none
intheclouds.io,23.227.38.32,"Shopify, Inc",Canada,none
mavensafetyshoes.com,23.227.38.66,"Shopify, Inc",Canada,none
boketomedia.com,23.227.38.65,"Shopify, Inc",Canada,none
aeyde.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
thirtyfivepark.com,23.227.38.32,"Shopify, Inc",Canada,none
meatme.mx,23.227.38.32,"Shopify, Inc",Canada,none
mrsimple.com.au,23.227.38.32,"Shopify, Inc",Canada,none
bangnbody.com,23.227.38.32,"Shopify, Inc",Canada,none
crankbrothers.com,23.227.38.32,"Shopify, Inc",Canada,none
realestatecomplianceinsider.com,23.227.38.32,"Shopify, Inc",Canada,none
heels2strut.com.co,23.227.38.71,"Shopify, Inc",Canada,none
fashor.com,23.227.38.32,"Shopify, Inc",Canada,none
contrastore.com.au,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
allencashapparels.com,23.227.38.70,"Shopify, Inc",Canada,none
totes.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
jenny-bird.ca,23.227.38.32,"Shopify, Inc",Canada,none
pizzos.com,23.227.38.32,"Shopify, Inc",Canada,none
jaxandbones.com,23.227.38.68,"Shopify, Inc",Canada,none
maventhread.com,23.227.38.32,"Shopify, Inc",Canada,none
bonlook.com,23.227.38.65,"Shopify, Inc",Canada,none
agmhomestore.com,23.227.38.32,"Shopify, Inc",Canada,none
tjers.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
meicco.com,23.227.38.65,"Shopify, Inc",Canada,none
keababies.com,23.227.38.32,"Shopify, Inc",Canada,none
globalinvacom.com,23.227.38.65,"Shopify, Inc",Canada,none
22daysnutrition.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
reefshackllc.com,23.227.38.67,"Shopify, Inc",Canada,none
hellahandmadecreations.com,23.227.38.32,"Shopify, Inc",Canada,none
imbesharam.com,23.227.38.32,"Shopify, Inc",Canada,none
cosmiquestudio.com,23.227.38.32,"Shopify, Inc",Canada,none
allurspa.com,23.227.38.32,"Shopify, Inc",Canada,none
truealpha.shop,23.227.38.65,"Shopify, Inc",Canada,none
valordistributions.com,23.227.38.32,"Shopify, Inc",Canada,none
prevailjerky.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
maxfindboards.com,23.227.38.32,"Shopify, Inc",Canada,none
boomboomcbd.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
agneskovacsbags.com,23.227.38.32,"Shopify, Inc",Canada,none
tlfapparel.com,23.227.38.32,"Shopify, Inc",Canada,none
mirageluxurytravel.com,23.227.38.32,"Shopify, Inc",Canada,none
aerosolms.com,23.227.38.32,"Shopify, Inc",Canada,none
thecookmoreshop.com,23.227.38.32,"Shopify, Inc",Canada,none
319coffee.com,23.227.38.32,"Shopify, Inc",Canada,none
retrohomegoods.com,23.227.38.32,"Shopify, Inc",Canada,none
henrymask.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
loungeunderwear.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
costathreads.com,23.227.38.32,"Shopify, Inc",Canada,none
amirobeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
ultramatcha.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
vpromini.com,23.227.38.32,"Shopify, Inc",Canada,none
primitivestarquiltshop.com,23.227.38.32,"Shopify, Inc",Canada,none
maxwarehouse.com,23.227.38.74,"Shopify, Inc",Canada,none
divineboutique912.com,23.227.38.69,"Shopify, Inc",Canada,none
bornouniforms.com,23.227.38.65,"Shopify, Inc",Canada,none
albertaapparel.com,23.227.38.32,"Shopify, Inc",Canada,none
tonysjewelryco.com,23.227.38.65,"Shopify, Inc",Canada,none
mirefaccion.com.mx,23.227.38.32,"Shopify, Inc",Canada,none
amplemeal.com,23.227.38.32,"Shopify, Inc",Canada,none
westside-barbell.com,23.227.38.32,"Shopify, Inc",Canada,none
afghanhemp.com,23.227.38.32,"Shopify, Inc",Canada,none
richieclarkclothing.com,23.227.38.32,"Shopify, Inc",Canada,none
homeoutletdirect.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
mynzyi.com,23.227.38.32,"Shopify, Inc",Canada,none
cuzenmatcha.com,23.227.38.65,"Shopify, Inc",Canada,none
amugabove.com,23.227.38.65,"Shopify, Inc",Canada,none
urbanrootstampa.com,23.227.38.32,"Shopify, Inc",Canada,none
farberwarecookware.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
printedmint.com,23.227.38.32,"Shopify, Inc",Canada,none
mayabrenner.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
dorkydoodles.com,23.227.38.66,"Shopify, Inc",Canada,none
branchmarket.ca,23.227.38.66,"Shopify, Inc",Canada,none
albertastrong.org,23.227.38.32,"Shopify, Inc",Canada,none
tractortreadrings.com,23.227.38.32,"Shopify, Inc",Canada,none
mundomedico.com.mx,23.227.38.32,"Shopify, Inc",Canada,none
awelmexico.com,23.227.38.32,"Shopify, Inc",Canada,none
sareebharat.com,23.227.38.32,"Shopify, Inc",Canada,none
bodaskins.com,23.227.38.65,"Shopify, Inc",Canada,none
ridealongfriend.com,23.227.38.65,"Shopify, Inc",Canada,none
hoptea.com,23.227.38.32,"Shopify, Inc",Canada,none
organicbasics.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
daisymasks.com,23.227.38.65,"Shopify, Inc",Canada,none
andarwallets.com,23.227.38.32,"Shopify, Inc",Canada,none
urnofmemories.com,23.227.38.32,"Shopify, Inc",Canada,none
justgeek.com,23.227.38.32,"Shopify, Inc",Canada,none
megaencore.com,23.227.38.32,"Shopify, Inc",Canada,none
drinkfission.com,23.227.38.32,"Shopify, Inc",Canada,none
braveststudios.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
albumpalattes.com,23.227.38.66,"Shopify, Inc",Canada,none
trendydelights.com,23.227.38.32,"Shopify, Inc",Canada,none
octante.mx,23.227.38.32,"Shopify, Inc",Canada,none
baristaequip.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
cora.life,23.227.38.32,"Shopify, Inc",Canada,none
chicsoul.com,23.227.38.32,"Shopify, Inc",Canada,none
rideengine.com,23.227.38.65,"Shopify, Inc",Canada,none
houseplantdropship.com,23.227.38.32,"Shopify, Inc",Canada,none
piusnooze.com,23.227.38.32,"Shopify, Inc",Canada,none
day-watches.com,23.227.38.32,"Shopify, Inc",Canada,none
angelheartboutique.com,23.227.38.68,"Shopify, Inc",Canada,none
uwuenergy.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
kineuphorics.com,23.227.38.32,"Shopify, Inc",Canada,none
michelevarian.com,23.227.38.32,"Shopify, Inc",Canada,none
drinkghia.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
greentoys.com,23.227.38.32,"Shopify, Inc",Canada,none
brlequine.com,23.227.38.32,"Shopify, Inc",Canada,none
alfavitamins.com,23.227.38.32,"Shopify, Inc",Canada,none
turkishfoodbasket.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
one-stud.com,23.227.38.32,"Shopify, Inc",Canada,none
bauerfeind.com.mx,23.227.38.32,"Shopify, Inc",Canada,none
exit.com.pe,23.227.38.65,"Shopify, Inc",Canada,none
crowdmade.com,23.227.38.32,"Shopify, Inc",Canada,none
righthereathome.com,23.227.38.36,"Shopify, Inc",Canada,none
hunkyhunkyhippo.com,23.227.38.71,"Shopify, Inc",Canada,none
superbottoms.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
deltahiking.com,23.227.38.67,"Shopify, Inc",Canada,none
annique.ca,23.227.38.36,"Shopify, Inc",Canada,none
mrtortilla.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
mix-promotion.com,23.227.38.73,"Shopify, Inc",Canada,none
drinkproteau.com,23.227.38.65,"Shopify, Inc",Canada,none
gtracing.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
brokemate.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
alfred.la,23.227.38.32,"Shopify, Inc",Canada,none
turnthetablesnorthbrook.com,23.227.38.69,"Shopify, Inc",Canada,none
paipai.mx,23.227.38.32,"Shopify, Inc",Canada,none
beatoeartraining.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
lacocinadeximena.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
fillyflair.com,23.227.38.32,"Shopify, Inc",Canada,none
rubyroom.com,23.227.38.32,"Shopify, Inc",Canada,none
immubiome.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
thewomanscompany.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
deneenpotterymugs.com,23.227.38.32,"Shopify, Inc",Canada,none
anthonysgoods.com,23.227.38.32,"Shopify, Inc",Canada,none
haby.com.co,23.227.38.32,"Shopify, Inc",Canada,none
modernlink.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
dripcafede.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
kasa-studios.com,23.227.38.32,"Shopify, Inc",Canada,none
gulumade.com,23.227.38.32,"Shopify, Inc",Canada,none
brooklynbeauties.com,23.227.38.32,"Shopify, Inc",Canada,none
alittletaste.com,23.227.38.32,"Shopify, Inc",Canada,none
ultracor.com,23.227.38.32,"Shopify, Inc",Canada,none
playworldgame.com,23.227.38.32,"Shopify, Inc",Canada,none
bellisima.mx,23.227.38.32,"Shopify, Inc",Canada,none
paishanas.com,23.227.38.32,"Shopify, Inc",Canada,none
gardengoodsdirect.com,23.227.38.32,"Shopify, Inc",Canada,none
ruggable.co.uk,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
insighthealthapps.com,23.227.38.65,"Shopify, Inc",Canada,none
twobrothersindiashop.com,23.227.38.68,"Shopify, Inc",Canada,none
denyeb.com,23.227.38.68,"Shopify, Inc",Canada,none
aratacartoons.com,23.227.38.32,"Shopify, Inc",Canada,none
gaiaherbs.com,23.227.38.74,"Shopify, Inc",Canada,none
modularclosets.com,23.227.38.32,"Shopify, Inc",Canada,none
